基金代码,状态,托管费率,最高申购费率,最高认购费率,最高赎回费率,状态_费率,管理费率,销售服务费率,业绩比较基准,份额规模,发行日期,基金全称,基金托管人,基金简称,基金管理人,基金类型,基金经理人,成立日期/规模,成立来分红,状态_概况,资产规模,跟踪标的
112002（前端）基金类型混合型-偏股,失败,0.20%（每年）,,2.00%（前端）,,"抓取失败: 网络错误 (HTTPSConnectionPool(host='fundf10.eastmoney.com', port=443): Read timed out. (read timeout=12))",1.20%（每年）,---（每年）,上证A指收益率×75% + 上证国债指数收益率×25%,8.4578亿份（截止至：2025年06月30日）,2006年08月10日,易方达策略成长二号混合型证券投资基金,中国银行,易方达策略成长二号混合,易方达基金,混合型-偏股,张琦,2006年08月16日 / 36.571亿份,每份累计2.65元（28次）,,6.91亿元（截止至：2025年06月30日）份额规模8.4578亿份（截止至：2025年06月30日）,该基金无跟踪标的
501082（主代码）基金类型混合型-灵活,成功,0.20%（每年）,,0.60%（前端）,,,1.20%（每年）,0.00%（每年）,中国战略新兴产业成份指数收益率*50%+中证港股通综合指数(人民币)*20%+中债综合财富(总值)指数收益率*30%,1.8447亿份（截止至：2025年06月30日）,2019年06月24日,博时科创主题灵活配置混合型证券投资基金(LOF),工商银行,博时科创主题灵活配置混合(LOF)A,博时基金,混合型-灵活,黄继晨,2019年06月27日 / 9.968亿份,每份累计0.00元（0次）,,3.02亿元（截止至：2025年06月30日）份额规模1.8447亿份（截止至：2025年06月30日）,该基金无跟踪标的
010966（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）,,,1.20%（每年）,---（每年）,中证800指数收益率*60%+中证港股通综合指数收益率*10%+中债综合全价指数收益率*30%,42.201亿份（截止至：2025年06月30日）,2021年01月21日,富国成长领航混合型证券投资基金,农业银行,富国成长领航混合,富国基金,混合型-偏股,杨栋,2021年01月25日 / 80.000亿份,每份累计0.00元（0次）,,38.61亿元（截止至：2025年06月30日）份额规模42.201亿份（截止至：2025年06月30日）,该基金无跟踪标的
020510（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）,,,1.20%（每年）,0.00%（每年）,中证科技100指数收益率*80%+中证港股通综合指数收益率*10%+中债总指数收益率*10%,1.3907亿份（截止至：2025年06月30日）,2024年02月26日,金鹰科技致远混合型证券投资基金,农业银行,金鹰科技致远混合A,金鹰基金,混合型-偏股,陈颖,2024年03月19日 / 2.980亿份,每份累计0.00元（0次）,,2.20亿元（截止至：2025年06月30日）份额规模1.3907亿份（截止至：2025年06月30日）,该基金无跟踪标的
011020（前端）基金类型混合型-灵活,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.10%（每年）,中证内地消费主题指数收益率*75%+中债综合指数(全价)收益率*25%,0.1722亿份（截止至：2025年06月30日）,2018年02月28日,财通资管消费精选灵活配置混合型证券投资基金,工商银行,财通资管消费精选混合C,财通资管,混合型-灵活,于洋,2020年12月18日 / --,每份累计0.00元（0次）,,0.13亿元（截止至：2025年06月30日）份额规模0.1722亿份（截止至：2025年06月30日）,该基金无跟踪标的
011829（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.80%（每年）,沪深300指数收益率*70%+中证全债指数收益率*25%+恒生指数收益率(经汇率调整)*5%,0.9596亿份（截止至：2025年06月30日）,2021年07月15日,平安睿享成长混合型证券投资基金,招商银行,平安睿享成长混合C,平安基金,混合型-偏股,黄维,2021年08月05日 / 6.524亿份,每份累计0.00元（0次）,,0.66亿元（截止至：2025年06月30日）份额规模0.9596亿份（截止至：2025年06月30日）,该基金无跟踪标的
013396（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,中证新能源汽车产业指数收益率*60%+中证港股通综合指数收益率*20%+中债综合(全价)指数收益率*20%,3.5773亿份（截止至：2025年06月30日）,2021年08月23日,华夏新能源车龙头混合型发起式证券投资基金,招商银行,华夏新能源车龙头混合发起式C,华夏基金,混合型-偏股,杨宇,2021年09月15日 / 1.156亿份,每份累计0.00元（0次）,,2.95亿元（截止至：2025年06月30日）份额规模3.5773亿份（截止至：2025年06月30日）,该基金无跟踪标的
005118（前端）基金类型混合型-灵活,成功,0.15%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.00%（每年）,0.10%（每年）,沪深300指数收益率×50% + 中证综合债指数收益率×50%,0.1852亿份（截止至：2025年06月30日）,2017年08月25日,金信价值精选灵活配置混合型发起式证券投资基金,交通银行,金信价值精选混合C,金信基金,混合型-灵活,谭智汨、刘尚,2017年09月01日 / 0.101亿份,每份累计0.18元（2次）,,0.24亿元（截止至：2025年06月30日）份额规模0.1852亿份（截止至：2025年06月30日）,该基金无跟踪标的
007832（前端）基金类型股票型,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.30%（每年）,中证500指数收益率×95%+同期银行活期存款利率(税后)×5%,3.9137亿份（截止至：2025年06月30日）,2019年09月03日,博道伍佰智航股票型证券投资基金,建设银行,博道伍佰智航股票C,博道基金,股票型,杨梦、刘兆阳,2019年09月26日 / 7.585亿份,每份累计0.29元（1次）,,5.64亿元（截止至：2025年06月30日）份额规模3.9137亿份（截止至：2025年06月30日）,该基金无跟踪标的
010154（前端）基金类型指数型-股票,成功,0.15%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,0.80%（每年）,0.30%（每年）,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,0.1542亿份（截止至：2025年06月30日）,2020年09月14日,中加中证500指数增强型证券投资基金,中信建投,中加中证500指数增强C,中加基金,指数型-股票,钟伟,2020年09月27日 / 2.050亿份,每份累计0.00元（0次）,,0.15亿元（截止至：2025年06月30日）份额规模0.1542亿份（截止至：2025年06月30日）,中证500指数
006433（前端）基金类型混合型-灵活,成功,0.10%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,0.60%（每年）,0.10%（每年）,沪深300指数收益率×30%+中证综合债指数收益率×70%,0.2293亿份（截止至：2025年06月30日）,2018年09月12日,平安鑫利灵活配置混合型证券投资基金,平安银行,平安鑫利混合C,平安基金,混合型-灵活,王华,2018年09月15日 / --,每份累计0.00元（0次）,,0.32亿元（截止至：2025年06月30日）份额规模0.2293亿份（截止至：2025年06月30日）,该基金无跟踪标的
018204（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）,,,1.20%（每年）,0.00%（每年）,中证800指数收益率*70%+中证综合债指数收益率*30%,0.0549亿份（截止至：2025年06月30日）,2023年04月03日,金信优质成长混合型证券投资基金,建设银行,金信优质成长混合A,金信基金,混合型-偏股,黄飙,2023年04月12日 / 2.002亿份,每份累计0.00元（0次）,,0.07亿元（截止至：2025年06月30日）份额规模0.0549亿份（截止至：2025年06月30日）,该基金无跟踪标的
016463（前端）基金类型混合型-灵活,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,沪深300指数收益率*55%+上证国债指数收益率*45%,0.0693亿份（截止至：2025年06月30日）,2015年06月24日,华宝万物互联灵活配置混合型证券投资基金,建设银行,华宝万物互联混合C,华宝基金,混合型-灵活,钟奇,2022年09月14日 / --,每份累计0.00元（0次）,,0.09亿元（截止至：2025年06月30日）份额规模0.0693亿份（截止至：2025年06月30日）,该基金无跟踪标的
015146（前端）基金类型股票型,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,0.00%（前端）,,1.20%（每年）,0.40%（每年）,中证新能源产业指数收益率*60%+恒生能源业指数收益率*25%+中债综合全价(总值)指数收益率*15%,0.1697亿份（截止至：2025年06月30日）,2022年07月20日,同泰新能源优选1年持有期股票型证券投资基金,兴业银行,同泰新能源1年持有股票C,同泰基金,股票型,陈宗超,2022年09月29日 / 2.033亿份,每份累计0.00元（0次）,,0.15亿元（截止至：2025年06月30日）份额规模0.1697亿份（截止至：2025年06月30日）,该基金无跟踪标的
018115（前端）基金类型指数型-股票,成功,0.10%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,0.50%（每年）,0.40%（每年）,北证50成份指数收益率*95%+银行活期存款利率(税后)*5%,1.2822亿份（截止至：2025年06月30日）,2023年03月30日,鹏扬北证50成份指数证券投资基金,建设银行,鹏扬北证50成份指数C,鹏扬基金,指数型-股票,施红俊,2023年04月25日 / 3.893亿份,每份累计0.00元（0次）,,1.82亿元（截止至：2025年06月30日）份额规模1.2822亿份（截止至：2025年06月30日）,北证50成份指数
021580（前端）基金类型指数型-股票,成功,0.10%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,0.50%（每年）,0.30%（每年）,中证人工智能主题指数收益率*95%+人民币活期存款税后利率*5%,6.0437亿份（截止至：2025年06月30日）,2020年05月15日,华夏中证人工智能主题交易型开放式指数证券投资基金发起式联接基金,中国银行,华夏人工智能ETF联接D,华夏基金,指数型-股票,李俊,2024年05月31日 / --,每份累计0.00元（0次）,,5.47亿元（截止至：2025年06月30日）份额规模6.0437亿份（截止至：2025年06月30日）,中证人工智能主题指数
002770（前端）基金类型混合型-灵活,成功,0.10%（每年）,,0.80%（前端）,,,0.80%（每年）,0.00%（每年）,50%*沪深300指数收益率+50%*中债总指数(全价)收益率,0.554亿份（截止至：2025年06月30日）,2016年05月04日,安信新回报灵活配置混合型证券投资基金,宁波银行,安信新回报混合A,安信基金,混合型-灵活,陈鹏,2016年05月09日 / 5.011亿份,每份累计0.05元（1次）,,1.59亿元（截止至：2025年06月30日）份额规模0.554亿份（截止至：2025年06月30日）,该基金无跟踪标的
014549（前端）基金类型混合型-灵活,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,沪深300指数收益率*60%+中证综合债券指数收益率*40%,0.0347亿份（截止至：2025年06月30日）,2016年07月14日,交银施罗德数据产业灵活配置混合型证券投资基金,农业银行,交银数据产业灵活配置混合C,交银施罗德基金,混合型-灵活,高扬,2021年12月17日 / --,每份累计0.00元（0次）,,0.06亿元（截止至：2025年06月30日）份额规模0.0347亿份（截止至：2025年06月30日）,该基金无跟踪标的
019427（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.40%（每年）,中证数字经济主题指数收益率*60%+恒生指数收益率(经人民币汇率折算)*20%+中债综合全价(总值)指数收益率*20%,0.0234亿份（截止至：2025年06月30日）,2024年01月24日,中银数字经济混合型证券投资基金,交通银行,中银数字经济混合C,中银基金,混合型-偏股,杨雷,2024年04月25日 / 2.435亿份,每份累计0.00元（0次）,,0.03亿元（截止至：2025年06月30日）份额规模0.0234亿份（截止至：2025年06月30日）,该基金无跟踪标的
012322（前端）基金类型指数型-股票,成功,0.10%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.30%（每年）,中证云计算与大数据主题指数收益率*95%+银行活期存款利率(税后)*5%,4.3259亿份（截止至：2025年06月30日）,2021年07月28日,西藏东财中证云计算与大数据主题指数增强型发起式证券投资基金,国信证券,东财云计算增强C,东财基金,指数型-股票,杨路炜,2021年08月11日 / 3.208亿份,每份累计0.00元（0次）,,4.72亿元（截止至：2025年06月30日）份额规模4.3259亿份（截止至：2025年06月30日）,中证云计算与大数据主题指数
014114（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）,,,1.20%（每年）,0.00%（每年）,中证医药卫生指数收益率*50%+人民币计价的恒生医疗保健指数收益率*30%+中债-新综合财富(总值)指数收益率*20%,2.2509亿份（截止至：2025年06月30日）,2021年12月13日,广发沪港深医药混合型证券投资基金,交通银行,广发沪港深医药混合A,广发基金,混合型-偏股,吴兴武,2021年12月29日 / 7.463亿份,每份累计0.00元（0次）,,2.04亿元（截止至：2025年06月30日）份额规模2.2509亿份（截止至：2025年06月30日）,该基金无跟踪标的
007355（前端）基金类型混合型-灵活,成功,0.20%（每年）,,1.20%（前端）天天基金优惠费率：0.12%（前端）,,,1.20%（每年）,0.00%（每年）,中国战略新兴产业成份指数收益率*60%+中债综合财富指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,16.1712亿份（截止至：2025年06月30日）,2019年04月29日,汇添富科技创新灵活配置混合型证券投资基金,工商银行,汇添富科技创新混合A,汇添富基金,混合型-灵活,马翔,2019年05月06日 / 9.918亿份,每份累计0.00元（0次）,,37.66亿元（截止至：2025年06月30日）份额规模16.1712亿份（截止至：2025年06月30日）,该基金无跟踪标的
